language,poll_station_no,file_name
English,1,daman_pdfs/eng_001.pdf
English,2,daman_pdfs/eng_002.pdf
English,3,daman_pdfs/eng_003.pdf
English,4,daman_pdfs/eng_004.pdf
English,5,daman_pdfs/eng_005.pdf
English,6,daman_pdfs/eng_006.pdf
English,7,daman_pdfs/eng_007.pdf
English,8,daman_pdfs/eng_008.pdf
English,9,daman_pdfs/eng_009.pdf
English,10,daman_pdfs/eng_010.pdf
English,11,daman_pdfs/eng_011.pdf
English,12,daman_pdfs/eng_012.pdf
English,13,daman_pdfs/eng_013.pdf
English,14,daman_pdfs/eng_014.pdf
English,15,daman_pdfs/eng_015.pdf
English,16,daman_pdfs/eng_016.pdf
English,17,daman_pdfs/eng_017.pdf
English,18,daman_pdfs/eng_018.pdf
English,19,daman_pdfs/eng_019.pdf
English,20,daman_pdfs/eng_020.pdf
English,21,daman_pdfs/eng_021.pdf
English,22,daman_pdfs/eng_022.pdf
English,23,daman_pdfs/eng_023.pdf
English,24,daman_pdfs/eng_024.pdf
English,25,daman_pdfs/eng_025.pdf
English,26,daman_pdfs/eng_026.pdf
English,27,daman_pdfs/eng_027.pdf
English,28,daman_pdfs/eng_028.pdf
English,29,daman_pdfs/eng_029.pdf
English,30,daman_pdfs/eng_030.pdf
English,31,daman_pdfs/eng_031.pdf
English,32,daman_pdfs/eng_032.pdf
English,33,daman_pdfs/eng_033.pdf
English,34,daman_pdfs/eng_034.pdf
English,35,daman_pdfs/eng_035.pdf
English,36,daman_pdfs/eng_036.pdf
English,37,daman_pdfs/eng_037.pdf
English,38,daman_pdfs/eng_038.pdf
English,39,daman_pdfs/eng_039.pdf
English,40,daman_pdfs/eng_040.pdf
English,41,daman_pdfs/eng_041.pdf
English,42,daman_pdfs/eng_042.pdf
English,43,daman_pdfs/eng_043.pdf
English,44,daman_pdfs/eng_044.pdf
English,45,daman_pdfs/eng_045.pdf
English,46,daman_pdfs/eng_046.pdf
English,47,daman_pdfs/eng_047.pdf
English,48,daman_pdfs/eng_048.pdf
English,49,daman_pdfs/eng_049.pdf
English,50,daman_pdfs/eng_050.pdf
English,51,daman_pdfs/eng_051.pdf
English,52,daman_pdfs/eng_052.pdf
English,53,daman_pdfs/eng_053.pdf
English,54,daman_pdfs/eng_054.pdf
English,55,daman_pdfs/eng_055.pdf
English,56,daman_pdfs/eng_056.pdf
English,57,daman_pdfs/eng_057.pdf
English,58,daman_pdfs/eng_058.pdf
English,59,daman_pdfs/eng_059.pdf
English,60,daman_pdfs/eng_060.pdf
English,61,daman_pdfs/eng_061.pdf
English,62,daman_pdfs/eng_062.pdf
English,63,daman_pdfs/eng_063.pdf
English,64,daman_pdfs/eng_064.pdf
English,65,daman_pdfs/eng_065.pdf
English,66,daman_pdfs/eng_066.pdf
English,67,daman_pdfs/eng_067.pdf
English,68,daman_pdfs/eng_068.pdf
English,69,daman_pdfs/eng_069.pdf
English,70,daman_pdfs/eng_070.pdf
English,71,daman_pdfs/eng_071.pdf
English,72,daman_pdfs/eng_072.pdf
English,73,daman_pdfs/eng_073.pdf
English,74,daman_pdfs/eng_074.pdf
English,75,daman_pdfs/eng_075.pdf
English,76,daman_pdfs/eng_076.pdf
English,77,daman_pdfs/eng_077.pdf
English,78,daman_pdfs/eng_078.pdf
English,79,daman_pdfs/eng_079.pdf
English,80,daman_pdfs/eng_080.pdf
English,81,daman_pdfs/eng_081.pdf
English,82,daman_pdfs/eng_082.pdf
English,83,daman_pdfs/eng_083.pdf
English,84,daman_pdfs/eng_084.pdf
English,85,daman_pdfs/eng_085.pdf
English,86,daman_pdfs/eng_086.pdf
English,87,daman_pdfs/eng_087.pdf
English,88,daman_pdfs/eng_088.pdf
English,89,daman_pdfs/eng_089.pdf
English,90,daman_pdfs/eng_090.pdf
English,91,daman_pdfs/eng_091.pdf
English,92,daman_pdfs/eng_092.pdf
English,93,daman_pdfs/eng_093.pdf
English,94,daman_pdfs/eng_094.pdf
English,95,daman_pdfs/eng_095.pdf
English,96,daman_pdfs/eng_096.pdf
English,97,daman_pdfs/eng_097.pdf
English,98,daman_pdfs/eng_098.pdf
English,99,daman_pdfs/eng_099.pdf
English,100,daman_pdfs/eng_100.pdf
English,101,daman_pdfs/eng_101.pdf
English,102,daman_pdfs/eng_102.pdf
English,103,daman_pdfs/eng_103.pdf
English,104,daman_pdfs/eng_104.pdf
English,105,daman_pdfs/eng_105.pdf
English,106,daman_pdfs/eng_106.pdf
English,107,daman_pdfs/eng_107.pdf
English,108,daman_pdfs/eng_108.pdf
English,109,daman_pdfs/eng_109.pdf
English,110,daman_pdfs/eng_110.pdf
English,111,daman_pdfs/eng_111.pdf
English,112,daman_pdfs/eng_112.pdf
English,113,daman_pdfs/eng_113.pdf
English,114,daman_pdfs/eng_114.pdf
English,115,daman_pdfs/eng_115.pdf
English,116,daman_pdfs/eng_116.pdf
English,117,daman_pdfs/eng_117.pdf
English,118,daman_pdfs/eng_118.pdf
English,119,daman_pdfs/eng_119.pdf
English,120,daman_pdfs/eng_120.pdf
English,121,daman_pdfs/eng_121.pdf
English,122,daman_pdfs/eng_122.pdf
English,123,daman_pdfs/eng_123.pdf
English,124,daman_pdfs/eng_124.pdf
English,125,daman_pdfs/eng_125.pdf
English,126,daman_pdfs/eng_126.pdf
English,127,daman_pdfs/eng_127.pdf
English,128,daman_pdfs/eng_128.pdf
English,129,daman_pdfs/eng_129.pdf
English,130,daman_pdfs/eng_130.pdf
English,131,daman_pdfs/eng_131.pdf
English,132,daman_pdfs/eng_132.pdf
English,133,daman_pdfs/eng_133.pdf
English,134,daman_pdfs/eng_134.pdf
English,135,daman_pdfs/eng_135.pdf
English,136,daman_pdfs/eng_136.pdf
English,137,daman_pdfs/eng_137.pdf
English,138,daman_pdfs/eng_138.pdf
English,139,daman_pdfs/eng_139.pdf
Gujarati,1,daman_pdfs/guj_001.pdf
Gujarati,2,daman_pdfs/guj_002.pdf
Gujarati,3,daman_pdfs/guj_003.pdf
Gujarati,4,daman_pdfs/guj_004.pdf
Gujarati,5,daman_pdfs/guj_005.pdf
Gujarati,6,daman_pdfs/guj_006.pdf
Gujarati,7,daman_pdfs/guj_007.pdf
Gujarati,8,daman_pdfs/guj_008.pdf
Gujarati,9,daman_pdfs/guj_009.pdf
Gujarati,10,daman_pdfs/guj_010.pdf
Gujarati,11,daman_pdfs/guj_011.pdf
Gujarati,12,daman_pdfs/guj_012.pdf
Gujarati,13,daman_pdfs/guj_013.pdf
Gujarati,14,daman_pdfs/guj_014.pdf
Gujarati,15,daman_pdfs/guj_015.pdf
Gujarati,16,daman_pdfs/guj_016.pdf
Gujarati,17,daman_pdfs/guj_017.pdf
Gujarati,18,daman_pdfs/guj_018.pdf
Gujarati,19,daman_pdfs/guj_019.pdf
Gujarati,20,daman_pdfs/guj_020.pdf
Gujarati,21,daman_pdfs/guj_021.pdf
Gujarati,22,daman_pdfs/guj_022.pdf
Gujarati,23,daman_pdfs/guj_023.pdf
Gujarati,24,daman_pdfs/guj_024.pdf
Gujarati,25,daman_pdfs/guj_025.pdf
Gujarati,26,daman_pdfs/guj_026.pdf
Gujarati,27,daman_pdfs/guj_027.pdf
Gujarati,28,daman_pdfs/guj_028.pdf
Gujarati,29,daman_pdfs/guj_029.pdf
Gujarati,30,daman_pdfs/guj_030.pdf
Gujarati,31,daman_pdfs/guj_031.pdf
Gujarati,32,daman_pdfs/guj_032.pdf
Gujarati,33,daman_pdfs/guj_033.pdf
Gujarati,34,daman_pdfs/guj_034.pdf
Gujarati,35,daman_pdfs/guj_035.pdf
Gujarati,36,daman_pdfs/guj_036.pdf
Gujarati,37,daman_pdfs/guj_037.pdf
Gujarati,38,daman_pdfs/guj_038.pdf
Gujarati,39,daman_pdfs/guj_039.pdf
Gujarati,40,daman_pdfs/guj_040.pdf
Gujarati,41,daman_pdfs/guj_041.pdf
Gujarati,42,daman_pdfs/guj_042.pdf
Gujarati,43,daman_pdfs/guj_043.pdf
Gujarati,44,daman_pdfs/guj_044.pdf
Gujarati,45,daman_pdfs/guj_045.pdf
Gujarati,46,daman_pdfs/guj_046.pdf
Gujarati,47,daman_pdfs/guj_047.pdf
Gujarati,48,daman_pdfs/guj_048.pdf
Gujarati,49,daman_pdfs/guj_049.pdf
Gujarati,50,daman_pdfs/guj_050.pdf
Gujarati,51,daman_pdfs/guj_051.pdf
Gujarati,52,daman_pdfs/guj_052.pdf
Gujarati,53,daman_pdfs/guj_053.pdf
Gujarati,54,daman_pdfs/guj_054.pdf
Gujarati,55,daman_pdfs/guj_055.pdf
Gujarati,56,daman_pdfs/guj_056.pdf
Gujarati,57,daman_pdfs/guj_057.pdf
Gujarati,58,daman_pdfs/guj_058.pdf
Gujarati,59,daman_pdfs/guj_059.pdf
Gujarati,60,daman_pdfs/guj_060.pdf
Gujarati,61,daman_pdfs/guj_061.pdf
Gujarati,62,daman_pdfs/guj_062.pdf
Gujarati,63,daman_pdfs/guj_063.pdf
Gujarati,64,daman_pdfs/guj_064.pdf
Gujarati,65,daman_pdfs/guj_065.pdf
Gujarati,66,daman_pdfs/guj_066.pdf
Gujarati,67,daman_pdfs/guj_067.pdf
Gujarati,68,daman_pdfs/guj_068.pdf
Gujarati,69,daman_pdfs/guj_069.pdf
Gujarati,70,daman_pdfs/guj_070.pdf
Gujarati,71,daman_pdfs/guj_071.pdf
Gujarati,72,daman_pdfs/guj_072.pdf
Gujarati,73,daman_pdfs/guj_073.pdf
Gujarati,74,daman_pdfs/guj_074.pdf
Gujarati,75,daman_pdfs/guj_075.pdf
Gujarati,76,daman_pdfs/guj_076.pdf
Gujarati,77,daman_pdfs/guj_077.pdf
Gujarati,78,daman_pdfs/guj_078.pdf
Gujarati,79,daman_pdfs/guj_079.pdf
Gujarati,80,daman_pdfs/guj_080.pdf
Gujarati,81,daman_pdfs/guj_081.pdf
Gujarati,82,daman_pdfs/guj_082.pdf
Gujarati,83,daman_pdfs/guj_083.pdf
Gujarati,84,daman_pdfs/guj_084.pdf
Gujarati,85,daman_pdfs/guj_085.pdf
Gujarati,86,daman_pdfs/guj_086.pdf
Gujarati,87,daman_pdfs/guj_087.pdf
Gujarati,88,daman_pdfs/guj_088.pdf
Gujarati,89,daman_pdfs/guj_089.pdf
Gujarati,90,daman_pdfs/guj_090.pdf
Gujarati,91,daman_pdfs/guj_091.pdf
Gujarati,92,daman_pdfs/guj_092.pdf
Gujarati,93,daman_pdfs/guj_093.pdf
Gujarati,94,daman_pdfs/guj_094.pdf
Gujarati,95,daman_pdfs/guj_095.pdf
Gujarati,96,daman_pdfs/guj_096.pdf
Gujarati,97,daman_pdfs/guj_097.pdf
Gujarati,98,daman_pdfs/guj_098.pdf
Gujarati,99,daman_pdfs/guj_099.pdf
Gujarati,100,daman_pdfs/guj_100.pdf
Gujarati,101,daman_pdfs/guj_101.pdf
Gujarati,102,daman_pdfs/guj_102.pdf
Gujarati,103,daman_pdfs/guj_103.pdf
Gujarati,104,daman_pdfs/guj_104.pdf
Gujarati,105,daman_pdfs/guj_105.pdf
Gujarati,106,daman_pdfs/guj_106.pdf
Gujarati,107,daman_pdfs/guj_107.pdf
Gujarati,108,daman_pdfs/guj_108.pdf
Gujarati,109,daman_pdfs/guj_109.pdf
Gujarati,110,daman_pdfs/guj_110.pdf
Gujarati,111,daman_pdfs/guj_111.pdf
Gujarati,112,daman_pdfs/guj_112.pdf
Gujarati,113,daman_pdfs/guj_113.pdf
Gujarati,114,daman_pdfs/guj_114.pdf
Gujarati,115,daman_pdfs/guj_115.pdf
Gujarati,116,daman_pdfs/guj_116.pdf
Gujarati,117,daman_pdfs/guj_117.pdf
Gujarati,118,daman_pdfs/guj_118.pdf
Gujarati,119,daman_pdfs/guj_119.pdf
Gujarati,120,daman_pdfs/guj_120.pdf
Gujarati,121,daman_pdfs/guj_121.pdf
Gujarati,122,daman_pdfs/guj_122.pdf
Gujarati,123,daman_pdfs/guj_123.pdf
Gujarati,124,daman_pdfs/guj_124.pdf
Gujarati,125,daman_pdfs/guj_125.pdf
Gujarati,126,daman_pdfs/guj_126.pdf
Gujarati,127,daman_pdfs/guj_127.pdf
Gujarati,128,daman_pdfs/guj_128.pdf
Gujarati,129,daman_pdfs/guj_129.pdf
Gujarati,130,daman_pdfs/guj_130.pdf
Gujarati,131,daman_pdfs/guj_131.pdf
Gujarati,132,daman_pdfs/guj_132.pdf
Gujarati,133,daman_pdfs/guj_133.pdf
Gujarati,134,daman_pdfs/guj_134.pdf
Gujarati,135,daman_pdfs/guj_135.pdf
Gujarati,136,daman_pdfs/guj_136.pdf
Gujarati,137,daman_pdfs/guj_137.pdf
Gujarati,138,daman_pdfs/guj_138.pdf
Gujarati,139,daman_pdfs/guj_139.pdf
